code;combe;quad;placette;n.placette;date;proxi;year;Agrostis rupestris;Alchemilla flabellata;Anthyllis vulneraria;Armeria alpina (var. occasiana);Armeria muelleri;Avenula versicolor;Bartsia alpina;Campanula scheuchzeri subsp. lanceolata;Cardamine alpina;Cardamine resedifolia;Cardamine sp.;Carex curvula subsp. curvula;Carex parviflora;Carex pyrenaica;Epikeros pyrenaeus;Euphrasia minima;Festuca glacialis;Festuca paniculata subsp. paniculata;Festuca rubra subsp. commutata;Gentiana alpina;Gentiana nivalis;Gentiana schleicheri;Geum montanum;Gnaphalium supinum;Helictotrichon sedenense;Homogyne alpina;Jasione crispa;Juncus trifidus;Leucanthemopsis alpina subsp. alpina;Linaria alpina;Lotus alpinus;Luzula alpinopilosa subsp. candollei;Luzula lutea;Luzula nutans;Luzula spicata (subsp. mutabilis);Meum athamanticum;Mucizonia sedoides;Murbeckiella pinnatifida;Nardus stricta;Oreochloa elegans;Pedicularis pyrenaica;Persicaria vivipara;Phleum alpinum s. s. (à arrête non ciliée);Phyteuma hemisphaericum;Poa alpina;Poa cenisia;Polytrichum sp.;Primula integrifolia;Rhododendron ferrugineum;Sagina saginoides;Salix herbacea;Salix retusa;Saxifraga geranioides;Saxifraga moschata;Scorzoneroides pyrenaica;Sedum alpestre;Sempervivum montanum;Sibbaldia procumbens;Silene acaulis subsp. acaulis;Silene rupestris;Soldanella alpina;Taraxacum pyrenaicum;Trifolium alpinum;Trifolium thalii;Vaccinium myrtillus;Veronica alpina
PdlC-F3-20150810;PdlC;F3;2;3;20150810;pheno;2015;;;;;;;;;fe;di;;;;;;fl;;;fr;fe;;;di;;;;;;;fe;;;;di;;;;;;fr;;;;;fr;;fe;;;;fe;;;;;;;fe;;;;;;;;
PdlC-F3-20150831;PdlC;F3;2;3;20150831;pheno;2015;;;;;;;;;;se;;;;;;di;;;di;fe;;;se;fe;;fe;;;;fe;;;;di;;;;;;;;;;;se;;se;;;;fe;;;;;;;fe;;;;;;;;
PdlC-F3-20160705;PdlC;F3;2;3;20160705;pheno;2016;;;;;;;;;fe;fl;;;;;;;;;fe;fe;;;fe;fe;;;;;;;;;;fl;;;;;;;;;;;bt;;fe;;;;fl f;;;;;;;fe;;;;;;;;
PdlC-F3-20160726;PdlC;F3;2;3;20160726;pheno;2016;;;;;;;;;;fr;;;;;;fe;;;fl;fl;;;fe;fe;;fe;;;;;;;;fr;;;;;;;;;fl;;fl;;fe;;;;fr;;;;;;;fr;;;;;;;;
PdlC-F3-20160816;PdlC;F3;2;3;20160816;pheno;2016;;;;;;;;;;di;;;;;;fr;;;fl;fr;;;fr;fe;;fe;;;;;;;;fr;;;;;;;;;fr;;fr;;fe;;;;fr;;;;;fe;;fe;;;;;;;;
PdlC-F3-20160907;PdlC;F3;2;3;20160907;pheno;2016;;;;;;;;;;se;;;;;;di;;;di;fe;;;fe;fe;;fe;;;;;;;;di;;;;;;;;;fr;;di;;se;;;;se;;;;;;;fe;;;;;;;;
PdlC-F3-20170705;PdlC;F3;2;3;20170705;pheno;2017;;;;;;;;;;fl;;;;;;;;;fe;fe;;;fe;fe;;fe;;;;;;;;fl;;;;;;fl;;;;;fe;;fe;;;;fl f;;;;;fe;;fl;;;;;;;;
PdlC-F3-20170726;PdlC;F3;2;3;20170726;pheno;2017;;;;;;;;;;fr;;;;;;fl;;;fe;fe;;;fe;fe;;fe;;;;;;;;fr;;;;;;fl;;;fl;;;;se;;;;di;;;;;fe;;bt;;;;;fe;;;
PdlC-F3-20170816;PdlC;F3;2;3;20170816;pheno;2017;;;;;;;;;di;di;;;;;;fl;;;fe;fe;;;fe;fe;;fe;;;;;;;;fe;;;;;;;;;fr;;fe;;fe;;;;fr;;;;;fe;;fe;;;;;fe;;;
PdlC-F3-20170906;PdlC;F3;2;3;20170906;pheno;2017;;;;;;;;;fe;di;;;;;;fr;;;fe;fe;;;se;fe;;fe;;;;;;;;se;;;;;;;;;fe;;fe;;fe;;;;se;;;;;;;fe;;;;;fe;;;
PdlC-F3-20180702;PdlC;F3;2;3;20180702;pheno;2018;;;;;;;;;fe;bt;;;;;;;;;fe;fe;;;fe;fe;;fe;;;;fe;;;;bt;;;;;;fe;;;fe;;fe;;fe;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F3-20180723;PdlC;F3;2;3;20180723;pheno;2018;;fe;;;;;;;fr;fr;;;;;;fe;;;bt;fl;;;fe;fe;;fe;;;;;;;;fr;;;;;;;;;fe;;bt;;fe;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F3-20180815;PdlC;F3;2;3;20180815;pheno;2018;;;;;;;;;di;di;;;;;;fl;;;fr;fr;;;fe;fr;;fe;;;;;;;;fr;;;;;;;;;fe;fe;di;;fe;;;;fr;;;;;;;fe;;;;;fe;;;
PdlC-F3-20180905;PdlC;F3;2;3;20180905;pheno;2018;;fe;;;;;;;di;di;;;;;;fr;;;fl;fe;;;fe;fe;;fe;;;;;;;;di;;;;;;;;;fe;;fe;;fe;;;;se;;;;fe;;;fe;;;;;fe;;;
PdlC-F3-20190701;PdlC;F3;2;3;20190701;pheno;2019;;;;;;;;;;fe;;;;;;;;;fe;;;;fe;fe;;fe;;;;;;;;fe;;;;;;;;;;;;;fe;fe;;;fl f;;;;;;;fe;;;;;fe;;;
PdlC-F3-20190722;PdlC;F3;2;3;20190722;pheno;2019;;fe;;;;;;;;fr;;;;;;fe;;;bt;fe;;;fe;fe;;fe;;;;fe;;;;fl;;;;;;;;;;fe;fl;;se;;;;fr;;;;;fe;;fr;;;;;fe;;;
PdlC-F3-20190812;PdlC;F3;2;3;20190812;pheno;2019;;fe;;;;;;;;fr;;;;;;fl;;;fr;fe;;;fe;fe;;fe;;;;fe;;;;fr;;;;;;;;;fe;;fr;;fe;;;;fr;;;;;;;fe;;;;;fe;;;
PdlC-F3-20190909;PdlC;F3;2;3;20190909;pheno;2019;;fe;;;;;;;;di;;;;;;di;;;di;fe;;;se;;;fe;;;;fe;;;;di;;;;;;;;;fe;;di;;fe;;;;se;;;;fe;;;fe;;;;;fe;;;
Coeff-PdlC-F3-2013;PdlC;F3;2;3;2013;Coeff;2013;;;;;;;;;;1;;;;;;1;;;2;+;;;1;;;1;;;;1;;;;1;;;;;;1;;;;;;;1;;;;2;;;;;;;1;;;;;;;;
Coeff-PdlC-F3-20180815;PdlC;F3;2;3;20180815;Coeff;2018;;;;;;;;;1;1;;;;;;1;;;2;1;;;1;+;;+;;;;;;;;2;;;;;;;;;+;+;1;;1;;;;2;;;;;;;1;;;;;1;;;
PdlC-F4-20130723;PdlC;F4;2;3;20130723;pheno;2013;;;;;;;fe;;fe;;;;;;;;;;;fe;;;fe;;;fe;;;;;;;;fe;;;;;;fl;;;;fe;;;;;;;fe;;;;;;;fl;;;;;fe;;;
PdlC-F4-20130807;PdlC;F4;2;3;20130807;pheno;2013;;;;;;;fe;;fe;;;;;;;;;;;fe;;;fe;;;fe;;;;;;;;fe;;;;;;fl;;;;fe;;;;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F4-20130903;PdlC;F4;2;3;20130903;pheno;2013;;;;;;;fe;;fe;;;;;;;;;;;fe;;;fe;;;fe;;;;;;;;fe;;;;;;fl;;;;fl;;;;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F4-20140630;PdlC;F4;2;3;20140630;pheno;2014;;;;;;;;;fe;;;;;;;;;;;fe;;;fe;;;bt;;;fe;;;;;fe;;;;;;;;;;;;;;;;;br;;;;;;;fe;;;;;fe;;;
PdlC-F4-20140712;PdlC;F4;2;3;20140712;pheno;2014;;;;;;;;;fe;;;;;fe;;;;;;fe;;;fl;;;fl;;;fe;;;;;fl;;;;;;fl;;;;;;;;;;;fl m;;;;;;;fe;;;;;fe;;;
PdlC-F4-20140811;PdlC;F4;2;3;20140811;pheno;2014;;;;;;;fe;;fr;;;;;fr;;;;;bt;fe;;;fr;;;fl;;;fe;;;;;fr;;;;;;fl;;;fl;;;;fe;;;;fe;;;;fe;;;fr;;;;;fe;;;
PdlC-F4-20140901;PdlC;F4;2;3;20140901;pheno;2014;;;;;;;fe;;se;;;;;;;;;;fl;fe;;;fr;;;di;;;;;;;;di;;;;;;fr;;;fl;;;;fe;;;;fe;;;;;;;fe;;;;;fl;;;
PdlC-F4-20150701;PdlC;F4;2;3;20150701;pheno;2015;;;;;;;;;;;;;;fr;;;;;fl;bt;;;fl;;;fe;;;;;;;;fl;;;;;;fl;;;;;fe;;;;;;fl m;;;;;;;fl;;;;;fe;;;
PdlC-F4-20150720;PdlC;F4;2;3;20150720;pheno;2015;fl;;;;;;fe;;fr;;;;;fr;;;;;fr;fr;;;fr;;;fe;;;;;;;;gr;;;;;;fr;;;;bt;;;;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F4-20150810;PdlC;F4;2;3;20150810;pheno;2015;fr;;;;;;fe;;di;;;;;;;;;;fr;fr;;;di;;;fe;;;;;;;;di;;;;;;di;;;;;se;;;;;;fe;;;;;;;fr;;;;;fe;;;
PdlC-F4-20150831;PdlC;F4;2;3;20150831;pheno;2015;di;;;;;;fe;;;;;;;;;;;;di;di;;;se;;;fe;;;;;;;;di;;;;;;se;;;;;;;;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F4-20160705;PdlC;F4;2;3;20160705;pheno;2016;;;;;;;fe;;fl;;;;;bt;;;;;;;;;fl;;;;;;;;;;;;;;;;;fl;;;;;bt;;;;;;fl m;;;;;;;bt;;;fe;;fe;;;
PdlC-F4-20160726;PdlC;F4;2;3;20160726;pheno;2016;fl;;;;;;fe;;fr;;;;;fr;;;;;fl;;;;fr;;;fe;;;fe;;;;;fr;;;;;;fl;;;bt;;fe;;;;;;fe;;;;;;;fr;;;;;fe;;;
PdlC-F4-20160816;PdlC;F4;2;3;20160816;pheno;2016;fl;;;;;;fe;;di;;;;;di;;;;;fl;;;;di;;;fe;;;fe;;;;;fr;;;;;;fr;;;fl;;fr;;;;;;di;;;;;;;fr;;;;;fe;;;
PdlC-F4-20160907;PdlC;F4;2;3;20160907;pheno;2016;;;;;;;fe;;;;;;;di;;;;;di;fe;;;se;;;fe;;;fe;;;;;di;;;;;;di;;;fr;;;;;;;;se;;;;;;;;;;;;fe;;;
PdlC-F4-20170705;PdlC;F4;2;3;20170705;pheno;2017;;;;;;;fe;;;;;fl;;fl;;;;;fe;fe;;;fl;;;fe;;;;;;;;fl;;;;;;fl;;;;;;;;;;;fl m;;;;;;;fe;;;;;fe;;;
PdlC-F4-20170726;PdlC;F4;2;3;20170726;pheno;2017;;;;;;;fe;;;;;fe;;fr;;;;;fl;fe;;;fr;;;fe;;;;;;;;fr;;;;;;fl;;;fl;fe;;;;;;;fl f;;;;fe;;;fe;;;;;fe;;;
PdlC-F4-20170816;PdlC;F4;2;3;20170816;pheno;2017;;;;;;;fe;;;;;fe;;fe;;;;;di;fe;;;di;;;fe;;;;;;;;di;;;;;;;;;di;;fe;;;;;;fe;;;;;;;fe;;;fe;;fe;;;
PdlC-F4-20170906;PdlC;F4;2;3;20170906;pheno;2017;;;;;;;;;;;;fe;;fe;;;;;di;fe;;;se;;;fe;;;;;;;;se;;;;;;;;;di;;fe;;fe;;;;se;;;;;;;fe;;;fe;;se;;;
PdlC-F4-20180702;PdlC;F4;2;3;20180702;pheno;2018;;;;;;;;;fe;;;fe;;fe;;;;;fe;fe;;;fe;;;fe;;;;;;;;bt;;;;;;fe;;;fe;;fe;;fe;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F4-20180723;PdlC;F4;2;3;20180723;pheno;2018;;;;;;;fe;;fe;;;fe;;fl;;;;;bt;fe;;;fl;;;fe;;;;;;;;fr;;;;;;;;;fe;fe;fe;;fe;;;;fe;;;;;;;bt;;;;;fl;;;
PdlC-F4-20180815;PdlC;F4;2;3;20180815;pheno;2018;;;;;;;fe;;fe;;;fe;;fe;;;;;fr;fe;;;fe;;;fe;;;fe;;;;;fr;;;;;;;;;fl;fe;fe;;fe;;;;fr;;;;;;;fr;;;;;fe;;;
PdlC-F4-20180905;PdlC;F4;2;3;20180905;pheno;2018;;;;;;;fe;;fe;;;fr;;fe;;fr;;;di;fe;;;fe;;;fe;;;fe;;;;;di;;;;;;;;;fe;fe;fe;;fe;;;;se;;;;;;;fr;;;;;fe;;;
PdlC-F4-20190701;PdlC;F4;2;3;20190701;pheno;2019;;;;;;;;;;fe;;;;;;;;;fe;fe;;;fe;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;fl m;;;;;;;fe;;;;;fe;;;
PdlC-F4-20190722;PdlC;F4;2;3;20190722;pheno;2019;;;;;;;;;fe;fe;;;;;;;;;bt;fe;;;fr;;;fe;;;;;;;;fl;;;;;;;;;fe;fe;;;;;;;fe;;;;;;;fr;;;;;fl;;;
PdlC-F4-20190812;PdlC;F4;2;3;20190812;pheno;2019;;;;;;;;;di;fe;;;;;;fl;;;fr;fe;;;di;;;fe;;;;;;;;fr;;;;;;;;;fl;fe;;;;;;;fr;;;;;;;fe;;;;;fe;;;
PdlC-F4-20190909;PdlC;F4;2;3;20190909;pheno;2019;;;;;;;;;fe;fe;;;;;;di;;;di;fe;;;se;;;fe;;;;;;;;di;;;;;;;;;fe;fe;di;;fe;;;;se;;;;;;;di;;;;;fe;;;
Coeff-PdlC-F4-2013;PdlC;F4;2;3;2013;Coeff;2013;;;;;;;+;;+;;;;;;;;;;;1;;;1;;;2;;;;;;;;1;;;;;;1;;;;+;;;;;;;3;;;;;;;1;;;;;1;;;
Coeff-PdlC-F4-20180815;PdlC;F4;2;3;20180815;Coeff;2018;;;;;;;+;;+;;;+;;+;;;;;2;1;;;2;;;+;;;+;;;;;2;;;;;;;;;1;1;+;;1;;;;2;;;;;;;1;;;;;2;;;
PdlC-F5-20130723;PdlC;F5;3;3;20130723;pheno;2013;;;;;;;;;;;;fl;;;;;;;;fe;;;fe;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F5-20130807;PdlC;F5;3;3;20130807;pheno;2013;;;;;;;;;;;;fr;;;;;;;;fe;;;fe;;;;;;;;;;;;;;;;;fl;;;;;;;;;;;fl m;;;;;;;fe;;;;;fe;;;
PdlC-F5-20130903;PdlC;F5;3;3;20130903;pheno;2013;;;;;;;;;;;;fe;;;;;;;;fe;;;fe;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F5-20140630;PdlC;F5;3;3;20140630;pheno;2014;;;;;;;;;;;;fe;;;;;;;;fe;;;fe;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;br;;;;;;;fe;;;;;fe;;;
PdlC-F5-20140721;PdlC;F5;3;3;20140721;pheno;2014;;;;;;;;;;;;fe;;;;;;;;fe;;;fl;;;;;;;;;;;;;;;;;fl;;;;fe;fl;;;;;;fl m;;;;;;;fl;;;;;fe;;;
PdlC-F5-20140811;PdlC;F5;3;3;20140811;pheno;2014;;;;;;;;;;;;fr;;;;;;;fe;fe;;;fr;;;;;;;;;;;;;;;;;fl;;;;bt;fl;;;;;;fe;;;;;;;fr;;;;;fe;;;
PdlC-F5-20140901;PdlC;F5;3;3;20140901;pheno;2014;;;;;;;;;;;;fe;;;;;;;;fe;;;fe;;;;;;;;;;;;;;;;;fr;;;;fe;fr;;;;;;fe;;;;;;;fr;;;;;fe;;;
PdlC-F5-20150701;PdlC;F5;3;3;20150701;pheno;2015;;;;;;;;;fr;;;fl;;;;;;;;fe;;;fl;;;;;;;;;;;;;;;;;fl;;;;;bt;;;;;;fl m;;;;;;;fl;;;;;fe;;;
PdlC-F5-20150720;PdlC;F5;3;3;20150720;pheno;2015;fl;;;;;;;;;;;fr;;fr;;;;;fl;fr;;;fr;;;;;;;;;;;;;;;;;fl;;;;fl;fr;;;;;;fe;;;;;;;fr;;;;;fe;;;
PdlC-F5-20150810;PdlC;F5;3;3;20150810;pheno;2015;fr;;;;;;;;;;;fr;;di;;;;;fr;di;;;di;;;;;;;;;;;;;;;;;;;;;di;fr;;fe;;;;fe;;;;;;;di;;;;;fe;;;
PdlC-F5-20150831;PdlC;F5;3;3;20150831;pheno;2015;di;;;;;;;;;;;di;;;;;;;fr;fe;;;se;;;;;;;;;;;;;;;;;se;;;;fe;se;;se;;;;fe;;;;;;;;;;;;fe;;;
PdlC-F5-20160705;PdlC;F5;3;3;20160705;pheno;2016;;;;;;;;;fl;;;fl;;;;;;;;fe;;;fl;;;;;;;;;;;;;;;;;fe;;;;fe;bt;;;;;;fl m;;;;;;;fl;;;;;fe;;;
PdlC-F5-20160726;PdlC;F5;3;3;20160726;pheno;2016;bt;;;;;;;;fr;;;fl;;;;;;;fl;fe;;;fe;;;;;;;;;;;;;;;;;fl;;;;fe;fl;;fe;;;;fe;;;;;;;fr;;;;;fe;;;
PdlC-F5-20160816;PdlC;F5;3;3;20160816;pheno;2016;fr;;;;;;;;;;;fe;;;;;;;fl;;;;fe;;;;;;;;;;;;;;;;;fr;;;;bt;fr;;;;;;fe;;;;;;;fr;;;;;fe;;;
PdlC-F5-20160907;PdlC;F5;3;3;20160907;pheno;2016;di;;;;;;;;;;;fe;;;;;;;di;;;;se;;;;;;;;;;;;;;;;;di;;;;fe;di;;;;;;se;;;;;;;fe;;;;;fe;;;
PdlC-F5-20170705;PdlC;F5;3;3;20170705;pheno;2017;;;;;;;;;fl;;;fl;;fl;;;;;fe;fe;;;fl;;;;;;;;;;;;;;;;;fl;;;;fe;bt;;;;;;fl m;;;;;;;fl;;;;;fe;;;
PdlC-F5-20170726;PdlC;F5;3;3;20170726;pheno;2017;fl;;;;;;;;fr;;;fl;;fe;;;;;fl;fe;;;fe;;;;;;;;;;;;;;;;;fl;;;;fe;fl;;;;;;fe;;;;;;;bt;;;;;fe;;;
PdlC-F5-20170816;PdlC;F5;3;3;20170816;pheno;2017;fr;;;;;;;;fe;;;di;;se;;;;;fe;fe;;;fe;;;;;;;;;;;;;;;;;fr;;;;fe;di;;;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F5-20170906;PdlC;F5;3;3;20170906;pheno;2017;;;;;;;;;fe;;;di;;se;;;;;fe;fe;;;se;;;;;;;;;;;;;;;;;di;;;;fe;se;;fe;;;;se;;;;;;;fe;;;;;fe;;;
PdlC-F5-20180702;PdlC;F5;3;3;20180702;pheno;2018;;;;;;;;;bt;bt;;fl;;;;;;;fe;fe;;;fe;;;;;;;;;;;;;;;;;fe;;;;fe;fe;;fe;;;;fe;;;;;;;fe;;;;;fe;;;
PdlC-F5-20180723;PdlC;F5;3;3;20180723;pheno;2018;;;;;;;;;fe;fe;;fl;;fr;;;;;bt;fe;;;fr;;;;;;;;;;;;;;;;;;;;;fe;bt;;fe;fe;;;fe;;;;;;;bt;;;;;fe;;;
PdlC-F5-20180815;PdlC;F5;3;3;20180815;pheno;2018;;;;;;;;;fe;fe;;fe;;fe;;;;;fr;fe;;;di;;;;;;;;;;;;;;;;;;;;;fe;fr;;fe;;;;fe;;;;;;;di;;;;;fe;;;
PdlC-F5-20180905;PdlC;F5;3;3;20180905;pheno;2018;;;;;;;;;fl;di;;fe;;fe;;;;;di;fe;;;fe;;;;;;;;;;;;;;;;;;;;;fe;fe;;fe;;;;se;;;;;;;fe;;;;;fe;;;
PdlC-F5-20190701;PdlC;F5;3;3;20190701;pheno;2019;;;;;;;;;bt;;;fl;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;fe;fe;;;;;;fl m;;;;;;;fe;;;;;fe;;;
PdlC-F5-20190722;PdlC;F5;3;3;20190722;pheno;2019;;;;;;;;;fr;fr;;fl;;fl;;;;;bt;fe;;;fr;;;;;;;;;;;;;;;;;fl;;;;fe;fl;;;;;;fe;;;;;;;fr;;;;;bt;;;
PdlC-F5-20190812;PdlC;F5;3;3;20190812;pheno;2019;;;;;;;;;di;fr;;di;;fr;;;;;fr;fe;;;fr;;;;;;;;;;;;;;;;;fr;;;;fe;fr;;fe;;;;fe;;;;;;;fr;;;;;fe;;;
PdlC-F5-20190909;PdlC;F5;3;3;20190909;pheno;2019;;;;;;;;;fe;di;;di;;di;;;;;di;fe;;;se;;;;;;;;;;;;;;;;;;;;;fe;di;;;;;;se;;;;;;;fe;;;;;se;;;
Coeff-PdlC-F5-2013;PdlC;F5;3;3;2013;Coeff;2013;;;;;;;;;;;;2;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;2;;;
Coeff-PdlC-F5-20180815;PdlC;F5;3;3;20180815;Coeff;2018;;;;;;;;;1;+;;2;;+;;;;;1;1;;;2;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;2;;;;;;;2;;;;;2;;;
PdlC-F6-20130723;PdlC;F6;3;3;20130723;pheno;2013;;;;;;;;;;;;fl;;;;;;;;fe;;;fe;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;fl m;;;;;;;;;;;;fe;;;
PdlC-F6-20130807;PdlC;F6;3;3;20130807;pheno;2013;;;;;;;;;;;;fr;;;;;;;;fe;;;fe;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;fe;;;
PdlC-F6-20130903;PdlC;F6;3;3;20130903;pheno;2013;;;;;;;;;;;;fr;;;;;;;;fe;;;fe;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;fe;;;
PdlC-F6-20140630;PdlC;F6;3;3;20140630;pheno;2014;;;;;;;;;;;;fe;;;;;;;;fe;;;fe;fe;;fe;;;;;;;;;;;;;;;;;;fe;;;;;;;br;;;;;;;;;;;;fe;;;
PdlC-F6-20140721;PdlC;F6;3;3;20140721;pheno;2014;;;;;;;;;;fl;;fl;;;;;;;;fe;;;fe;;;feuille;;;;;;;;;;;;;;fl;;;;fe;fl;;;;;;fl m;;;;bt;;;;;;;;fe;;;
PdlC-F6-20140811;PdlC;F6;3;3;20140811;pheno;2014;;;;;;;;;;;;fe;;;;;;;;fr;;;fe;;;fe;;;;;;;;;;;;;;fl;;;;bt;fl;;;;;;fe;;;;fe;;;;;;;;fe;;;
PdlC-F6-20140901;PdlC;F6;3;3;20140901;pheno;2014;;;;;;;;;;;;fe;;;;;;;;di;;;di;;;fe;;;;;;;;;;;;;;;;;;fl;fr;;;;;;;;;;;;;;;;;;fe;;;
PdlC-F6-20150701;PdlC;F6;3;3;20150701;pheno;2015;;;;;;;;;;;;;;;;;;;;fl;;;fe;;;fl;;;;;;;;;;;;;;bt;;;;;bt;;;;;;fl m;;;;;;;;;;;;fe;;;
PdlC-F6-20150720;PdlC;F6;3;3;20150720;pheno;2015;;;;;;;;;;;;fl;;;;;;;;fr;;;fr;;;fe;;;;;;;;;;;;;;;;;;bt;fr;;;;;;fe;;;;;;;;;;;;fe;;;
PdlC-F6-20150810;PdlC;F6;3;3;20150810;pheno;2015;fl;;;;;;;;;;;fr;;;;;;;;fr;;;di;fe;;;;;;;;;;;;;;;;;;;;fe;fr;;;;;;fe;;;;;;;;;;;;fe;;;
PdlC-F6-20150831;PdlC;F6;3;3;20150831;pheno;2015;fr;;;;;;;;;;;di;;;;;;;;di;;;fe;fe;;fe;;;;;;;;;;;;;;;;;;fe;se;;;;;;fe;;;;;;;;;;;;fe;;;
PdlC-F6-20160705;PdlC;F6;3;3;20160705;pheno;2016;;;;;;;;;fl;;;fl;;;;;;;;bt;;;fe;fe;;fe;;;;;;;;;;;;;;fl;;;;fe;bt;;;;;;fl m;;;;fe;;;;;;;;fe;;;
PdlC-F6-20160726;PdlC;F6;3;3;20160726;pheno;2016;;;;;;;;;fr;;;fl;;;;;;;;fl;;;fr;fl;;fe;;;;;;;;;;;;;;fl;;;;bt;ft;;;;;;fl m;;;;fe;;;;;;;;fe;;;
PdlC-F6-20160816;PdlC;F6;3;3;20160816;pheno;2016;;;;;;;;;di;;;fr;;;;;;;;fr;;;di;fr;;fe;;;;;;;;;;;;;;fr;;;;fe;fr;;;;;;fe;;;;;;;;;;;;fe;;;
PdlC-F6-20160907;PdlC;F6;3;3;20160907;pheno;2016;;;;;;;;;se;;;di;;;;;;;;di;;;se;fe;;fe;;;;;;;;;;;;;;di;;;;fe;di;;;;;;se;;;;;;;;;;;;fe;;;
PdlC-F6-20170705;PdlC;F6;3;3;20170705;pheno;2017;;;;;;;;;fl;;;fl;;;;;;;;fl;;;fl;fe;;fe;;;;;;;;;;;;;;fl;;;;fe;bt;;;;;;fl m;;;;;;;;;;;;fe;;;
PdlC-F6-20170726;PdlC;F6;3;3;20170726;pheno;2017;fl;;;;;;;;;;;fl;;;;;;;;fl;;;fr;fr;;fe;;;;;;;;;;;;;;fl;;;;;fl;;;;;;fe;;;;fe;;;;;;;;fr;;;
PdlC-F6-20170816;PdlC;F6;3;3;20170816;pheno;2017;fr;;;;;;;;;;;di;;;;;;;;di;;;di;fe;;fe;;;;;;;;;;;;;;;;;;fe;di;;;;;;fe;;;;;;;;;;;;fe;;;
PdlC-F6-20170906;PdlC;F6;3;3;20170906;pheno;2017;di;;;;;;;;fe;;;di;;;;;;;;fe;;;se;fe;;fe;;;;;;;;;;;;;;di;;;;fe;fe;;;;;;se;;;;fe;;;;;;;;se;;;
PdlC-F6-20180702;PdlC;F6;3;3;20180702;pheno;2018;;;;;;;;;;;;fl;;;;;;;;fe;;;fe;fe;;fe;;;;;;;;;;;;;;bt;;;;;fe;;;;;;fe;;;;fe;;;;;;;;fe;;;
PdlC-F6-20180723;PdlC;F6;3;3;20180723;pheno;2018;;;;;;;;;fr;;;fl;;;;;;;;fl;;;fe;fe;;fe;;;;;;;;;;;;;;fl;;;;fe;bt;;;;;;fe;;;;fe;;;;;;;;fe;;;
PdlC-F6-20180815;PdlC;F6;3;3;20180815;pheno;2018;;;;;;;;;fe;fe;;di;;;;;;;;di;;;fe;fe;;fe;;;;;;;;;;;;;;fl;;;;fe;fr;;;;;;fe;;;;fe;;;;;;;;fe;;;
PdlC-F6-20180905;PdlC;F6;3;3;20180905;pheno;2018;;;;;;;;;fe;fe;;di;;;;;;;;fe;;;fe;fe;;fe;;;;;;;;;;;;;;di;;;;fe;di;;;;;;se;;;;fe;;;;;;;;fe;;;
PdlC-F6-20190701;PdlC;F6;3;3;20190701;pheno;2019;;;;;;;;;;;;fe;;;;;;;;fe;;;bt;fe;;fe;;;;;;;;;;;;;;bt;;;;fe;bt;;;;;;fl m;;;;fe;;;;;;;;fe;;;
PdlC-F6-20190722;PdlC;F6;3;3;20190722;pheno;2019;;;;;;;;;fr;;;fl;;;;;;;;fe;;;fr;fl;;fe;;;;;;;;;;;;;;fl;;;;fe;fl;;;;;;fl m;;;;fe;;;;;;;;bt;;;
PdlC-F6-20190812;PdlC;F6;3;3;20190812;pheno;2019;;;;;;;;;;;;di;;;;;fl;;;fe;;;fr;fr;;fe;;;;;;;;;;;;;;fr;;;;fe;fr;;;;;;fe;;;;fe;;;;;;;;fe;;;
PdlC-F6-20190909;PdlC;F6;3;3;20190909;pheno;2019;;;;;;;;;;;;di;;;;;fe;;;fe;;;fe;di;;fe;;;;;;;;;;;;;;di;;;;fe;di;;;;;;se;;;;fe;;;;;;;;se;;;
Coeff-PdlC-F6-2013;PdlC;F6;3;3;2013;Coeff;2013;;;;;;;;;;;;3;;;;;;;;1;;;+;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;
Coeff-PdlC-F6-20180815;PdlC;F6;3;3;20180815;Coeff;2018;;;;;;;;;+;+;;3;;;;;;;;1;;;1;1;;1;;;;;;;;;;;;;;1;;;;1;1;;;;;;1;;;;+;;;;;;;;3;;;
